doc_id,source_id,paragraph_id,subject,date,model,local_id,claim_text,speaker,target,stance,confidence,node_key
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_1,The military regime probably hopes the recent editorials will serve as a warning to the incoming American administration.,Unknown,military regime,neutral,0.7,2000168_CIA-RDP79T00975A005500040001-6::p3::claim_1
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_0,Pakistan remains committed to its alliance with the United States.,Ayub,United States,support,0.7,2000168_CIA-RDP79T00975A005500040001-6::p4::claim_0
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_1,The Burmese people have again shown that they are not ready for democracy and self-rule.,General Ne Win,Burmese people,oppose,0.7,2000168_CIA-RDP79T00975A005500040001-6::p4::claim_1
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_0,Nu cannot control the actions of his party.,report,Nu,oppose,0.7,2000168_CIA-RDP79T00975A005500040001-6::p5::claim_0
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_1,Nu would welcome the army's return to power.,report,Nu,support,0.7,2000168_CIA-RDP79T00975A005500040001-6::p5::claim_1
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_2,Widespread military disapproval of De Gaulle's policy will pose a threat to any new initiative.,report,De Gaulle,oppose,0.7,2000168_CIA-RDP79T00975A005500040001-6::p5::claim_2
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_3,Some French officers now feel Algeria is lost to France and the West.,report,French officers,neutral,0.7,2000168_CIA-RDP79T00975A005500040001-6::p5::claim_3
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_0,serious trouble lies ahead in Algeria and that there will probably be a major uprising just before or during the referendum,Louis Joxe,Algeria,unclear,0.7,2000168_CIA-RDP79T00975A005500040001-6::p6::claim_0
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,claim_1,Ecuador has indicated increased interest in relations with the Soviet bloc in the past six months,unknown,Soviet bloc,support,0.7,2000168_CIA-RDP79T00975A005500040001-6::p6::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_0,Khrushchev cites need to establish contact with new US administration as reason for postponing Soviet party congress.,Khrushchev,new US administration,support,0.7,2000169_CIA-RDP79T00975A005500060001-4::p0::claim_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_1,Nigeria's reaction to the third French nuclear test imposes a strain on their pro-Western course.,Nigerian rulers,France,oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p0::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_0,Somali defense officials favor UAR assistance over British and Italian support.,Somali defense officials,British and Italian support,oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p1::claim_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_1,Somali Army chief states that weapons promised by Nasir are being delivered.,Somali Army chief,Nasir,support,0.7,2000169_CIA-RDP79T00975A005500060001-4::p1::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_2,Hanoi memorandum emphasizes that ICC should deal only with Souvanna Phouma.,Hanoi,Souvanna Phouma,support,0.7,2000169_CIA-RDP79T00975A005500060001-4::p1::claim_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_0,The Dominican Republic desires to re-establish diplomatic relations with the USSR.,Dominican UN delegation,USSR,support,0.7,2000169_CIA-RDP79T00975A005500060001-4::p2::claim_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_1,The Soviet bloc is unlikely to take any action that would publicly associate it with the unpopular Trujillo dictatorship.,Unknown,Soviet bloc,neutral,0.7,2000169_CIA-RDP79T00975A005500060001-4::p2::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_2,The French nuclear tests have adversely affected Nigerian attitudes toward the West.,Unknown,Nigerian attitudes,oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p2::claim_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_0,"The US, NATO, and UN are instigators of a plot against the Congo's sovereignty.",Press critics,"US, NATO, UN",oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p3::claim_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_1,Nigerian leaders expressed strong criticism of Lumumba's arrest.,Top Nigerian leaders,Lumumba,oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p3::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_2,Balewa rebuffed Soviet representatives for immediate relations.,Balewa,Soviet representatives,oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p3::claim_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_3,Somali defense officials lack confidence in British and Italian support.,Somali defense officials,British and Italian support,oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p3::claim_3
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_0,Somali interest in acquiring military aid has been heightened.,Not specified,Somali interest,neutral,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::claim_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_1,The trend toward political fragmentation in the Congo may continue.,Not specified,Political fragmentation in the Congo,neutral,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_2,The ambassador was noncommittal concerning Bolikango's request for arms.,Portuguese ambassador,Bolikango's request for arms,neutral,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::claim_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_0,Tshombé's militia will have to assume more extensive security responsibilities.,Belgian military adviser,Tshombé's militia,neutral,0.7,2000169_CIA-RDP79T00975A005500060001-4::p5::claim_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_1,Kong Le - Pathet Lao forces retain the initiative in Xieng Khouang Province.,unknown,Kong Le - Pathet Lao forces,support,0.7,2000169_CIA-RDP79T00975A005500060001-4::p5::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_2,Many of the troops in Xieng Khouang Province are Meo tribesmen.,unknown,troops in Xieng Khouang Province,neutral,0.7,2000169_CIA-RDP79T00975A005500060001-4::p5::claim_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_0,Souvanna represents the legal government of Laos.,the bloc,Souvanna Phouma,support,0.7,2000169_CIA-RDP79T00975A005500060001-4::p6::claim_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_1,The US actions in Laos endanger China's security.,Chu Teh,US,oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p6::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_2,US intervention in Laos endangered the peace of Indochina and the world.,Chou En-lai,US,oppose,0.7,2000169_CIA-RDP79T00975A005500060001-4::p6::claim_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_0,Aligning with the Soviet bloc would be the only means of withstanding US and OAS pressure.,Generalissimo Rafael Trujillo,US and OAS,support,0.7,2000169_CIA-RDP79T00975A005500060001-4::p7::claim_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_1,No organized uprising by anti-Trujillo elements is in sight.,US Consulate,anti-Trujillo elements,neutral,0.7,2000169_CIA-RDP79T00975A005500060001-4::p7::claim_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,claim_2,Assassination plotters are increasingly active in the underground.,US Consulate,assassination plotters,neutral,0.7,2000169_CIA-RDP79T00975A005500060001-4::p7::claim_2
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_0,Bloc propaganda coverage of the Laotian situation continues to claim widespread victories for the Pathet Lao.,Bloc propaganda,Pathet Lao,support,0.7,2000170_CIA-RDP79T00975A005500070001-3::p0::claim_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_1,Moscow obscures the question of the Soviet airlift by asserting that the United States is unable to convince its allies that the USSR is transporting military personnel into Laos.,Moscow,United States,oppose,0.7,2000170_CIA-RDP79T00975A005500070001-3::p0::claim_1
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_2,Baluba leaders reiterated their opposition to Tshombe.,Baluba leaders,Tshombe,oppose,0.7,2000170_CIA-RDP79T00975A005500070001-3::p0::claim_2
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_0,Qasim is reported to be favorably disposed toward the request.,diplomatic circles in Baghdad,Jordan's request for financial assistance,support,0.7,2000170_CIA-RDP79T00975A005500070001-3::p1::claim_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_1,Financial aid to Jordan probably would arouse considerable opposition among the Iraqis.,unspecified,financial aid to Jordan,oppose,0.7,2000170_CIA-RDP79T00975A005500070001-3::p1::claim_1
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_2,De Gaulle is expected to consider the referendum vote as a mandate to accelerate his search for an early solution of the Algerian problem.,unspecified,De Gaulle's actions regarding Algeria,support,0.7,2000170_CIA-RDP79T00975A005500070001-3::p1::claim_2
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_0,USSR was carrying military personnel from North Vietnam to Pathet Lao forces.,Izvestia,USSR,oppose,0.7,2000170_CIA-RDP79T00975A005500070001-3::p2::claim_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_1,US allegations of the USSR's involvement were unable to convince SEATO allies.,unknown,US,oppose,0.7,2000170_CIA-RDP79T00975A005500070001-3::p2::claim_1
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_0,Souvanna's failure to resign formally facilitates the bloc's maintenance of the fiction that his government remains the lawful government of Laos.,report,Souvanna Phouma,neutral,0.7,2000170_CIA-RDP79T00975A005500070001-3::p3::claim_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_1,Iraqi aid to Jordan probably would arouse considerable opposition among many Iraqis.,report,Iraqi public,oppose,0.7,2000170_CIA-RDP79T00975A005500070001-3::p3::claim_1
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_2,The Jordanians apparently hope Qasim will be helpful in both of these situations.,report,Jordanian Government,support,0.7,2000170_CIA-RDP79T00975A005500070001-3::p3::claim_2
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,claim_0,The economic situation in southern Belgium is attributable to government policies which favor the Flemish-speaking north.,Walloon representatives,Belgian government,oppose,0.7,2000170_CIA-RDP79T00975A005500070001-3::p4::claim_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_0,Food shortages result in popular discontent in Communist China.,Central Intelligence Bulletin,Communist China,support,0.7,2000171_CIA-RDP79T00975A005500080001-2::p0::claim_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_1,The North Vietnamese denied the inspection on the grounds that the train was a 'local'.,Central Intelligence Bulletin,North Vietnam,neutral,0.7,2000171_CIA-RDP79T00975A005500080001-2::p0::claim_1
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_0,Mobutu's regime is taking uncoordinated countermeasures against Gizenga dissidents.,CIA report,Mobutu regime,neutral,0.7,2000171_CIA-RDP79T00975A005500080001-2::p1::claim_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_1,Fidel Castro claims the US initiated the action against Cuba.,Fidel Castro,US,oppose,0.7,2000171_CIA-RDP79T00975A005500080001-2::p1::claim_1
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_0,The report may possibly reflect an attempt by bloc elements to cause reactions in US armed forces.,Watch Committee of the USIB,US armed forces,unclear,0.7,2000171_CIA-RDP79T00975A005500080001-2::p2::claim_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_1,Discontent strong enough to take the form of antiregime manifestations is reported in Communist China.,unknown,Communist China,neutral,0.7,2000171_CIA-RDP79T00975A005500080001-2::p2::claim_1
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_0,Latin American countries could not unilaterally break with Cuba.,Officials of a number of Latin American countries,Cuba,oppose,0.7,2000171_CIA-RDP79T00975A005500080001-2::p3::claim_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_1,A majority of OAS members appear ready to begin discussions for a multilateral break with Cuba.,Unspecified,Cuba,support,0.7,2000171_CIA-RDP79T00975A005500080001-2::p3::claim_1
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_0,Argentina would probably support economic sanctions against Cuba.,not specified,Cuba,support,0.7,2000171_CIA-RDP79T00975A005500080001-2::p4::claim_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,claim_1,The US break had a considerable impact upon the general public.,not specified,general public,neutral,0.7,2000171_CIA-RDP79T00975A005500080001-2::p4::claim_1
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_0,The Soviet Communist Party congress was postponed due to the change-over in US administrations.,source,Soviet Communist Party,neutral,0.7,2000172_CIA-RDP79T00975A005500090001-1::p0::claim_0
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_1,Communist China has had trouble sustaining the pace of development since 1958.,source,Communist China,neutral,0.7,2000172_CIA-RDP79T00975A005500090001-1::p0::claim_1
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_2,The Laotian Government will take defensive measures if the Soviet airlift continues.,Laotian Government,USSR,oppose,0.7,2000172_CIA-RDP79T00975A005500090001-1::p0::claim_2
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_3,The Pathet Lao protested the arrival of T-6 aircraft as a violation of the 1954 Geneva accords.,Pathet Lao,T-6 aircraft,oppose,0.7,2000172_CIA-RDP79T00975A005500090001-1::p0::claim_3
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_0,Gizenga's request for arms and supplies could consolidate his control.,Gizenga,Kasai Province,support,0.7,2000172_CIA-RDP79T00975A005500090001-1::p1::claim_0
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_1,Nasir may nationalize French investments and expel French nationals.,UAR National Assembly,France,oppose,0.7,2000172_CIA-RDP79T00975A005500090001-1::p1::claim_1
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_2,Some leaders of the conservative opposition advocate exchanges with North Korea.,Conservative opposition leaders,North Korea,support,0.7,2000172_CIA-RDP79T00975A005500090001-1::p1::claim_2
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_3,East German actions are not yet satisfactory according to Bonn officials.,Bonn officials,East Germany,oppose,0.7,2000172_CIA-RDP79T00975A005500090001-1::p1::claim_3
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_0,The Belgian strikes have hurt the party's popularity and electoral chances.,reportedly,Socialist party,oppose,0.7,2000172_CIA-RDP79T00975A005500090001-1::p2::claim_0
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_1,Khrushchev intends the new program to stand as one of his major contributions to the course of Communist development.,reportedly,Khrushchev,support,0.7,2000172_CIA-RDP79T00975A005500090001-1::p2::claim_1
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_0,The Laotian Government would have to take defensive measures if the Soviet airlift continued.,Laotian Government,USSR,oppose,0.7,2000172_CIA-RDP79T00975A005500090001-1::p3::claim_0
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_1,Provision of planes to the Boun Oum government is a violation of the 1954 Geneva accords.,NLHS spokesman,Boun Oum government,oppose,0.7,2000172_CIA-RDP79T00975A005500090001-1::p3::claim_1
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_0,Chiang would not use the irregulars without advising and consulting the United States.,Chiang Ching-kuo,United States,neutral,0.7,2000172_CIA-RDP79T00975A005500090001-1::p4::claim_0
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_1,Communist China would not intervene in Laos unless US troops did first.,editor of a Hong Kong Communist daily,British,oppose,0.7,2000172_CIA-RDP79T00975A005500090001-1::p4::claim_1
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_2,The proclamation of a new Lualaba state threatens the isolation of the Tshombe regime.,unknown,Tshombe regime,neutral,0.7,2000172_CIA-RDP79T00975A005500090001-1::p4::claim_2
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_0,Mobutu may be under pressure to step down.,Unknown,Mobutu,unclear,0.7,2000172_CIA-RDP79T00975A005500090001-1::p5::claim_0
2000172_CIA-RDP79T00975A005500090001-1,CIA-RDP79T00975A005500090001-1,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-11,gpt-4o-mini,claim_1,Morale among Mobutu's troops is low and discipline is nonexistent.,Unknown,Mobutu's troops,neutral,0.7,2000172_CIA-RDP79T00975A005500090001-1::p5::claim_1
